SEASON_YEAR,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,GAME_DATE,MATCHUP,WL,MIN,PTS,days_since_last_game,avg_prev_5,avg_prev_15,HOME_AWAY,OPP,OPP_DEF_RATING,avg_prev_opp_3
2024,100940,Diana Taurasi,PHO,2024-05-14,PHO @ LVA,L,28.36667,23,5,,,Away,LVA,102.8,
2024,100940,Diana Taurasi,PHO,2024-05-18,PHO vs. ATL,W,29.88333,15,4,23.0,23.0,Home,ATL,99.4,
2024,100940,Diana Taurasi,PHO,2024-05-21,PHO @ LVA,W,29.65,9,3,19.0,19.0,Away,LVA,102.8,23.0
2024,100940,Diana Taurasi,PHO,2024-05-23,PHO vs. WAS,W,29.33333,20,2,15.66667,15.66667,Home,WAS,,
2024,100940,Diana Taurasi,PHO,2024-05-25,PHO vs. DAL,L,30.26667,28,2,16.75,16.75,Home,DAL,107.7,
2024,100940,Diana Taurasi,PHO,2024-05-28,PHO @ CON,L,24.78333,6,3,19.0,19.0,Away,CON,112.2,
2024,100940,Diana Taurasi,PHO,2024-05-29,PHO @ NYL,L,28.23333,14,1,15.6,16.83333,Away,NYL,97.7,
2024,100940,Diana Taurasi,PHO,2024-05-31,PHO @ MIN,L,21.50167,14,2,15.4,16.42857,Away,MIN,94.8,
2024,100940,Diana Taurasi,PHO,2024-06-02,PHO vs. LAS,W,28.74167,31,2,16.4,16.125,Home,LAS,107.5,
2024,100940,Diana Taurasi,PHO,2024-06-04,PHO @ SEA,L,31.63333,7,2,18.6,17.77778,Away,SEA,98.9,
2024,100940,Diana Taurasi,PHO,2024-06-07,PHO vs. MIN,W,30.88333,12,3,14.4,16.7,Home,MIN,94.8,14.0
2024,100940,Diana Taurasi,PHO,2024-06-09,PHO @ DAL,W,39.35,20,2,15.6,16.27273,Away,DAL,107.7,28.0
2024,100940,Diana Taurasi,PHO,2024-06-13,PHO vs. LVA,L,31.625,22,4,16.8,16.58333,Home,LVA,102.8,16.0
2024,100940,Diana Taurasi,PHO,2024-06-16,PHO vs. SEA,W,34.33333,13,3,18.4,17.0,Home,SEA,98.9,7.0
2024,100940,Diana Taurasi,PHO,2024-06-18,PHO vs. NYL,W,30.6,19,2,14.8,16.71429,Home,NYL,97.7,14.0
2024,100940,Diana Taurasi,PHO,2024-06-22,PHO @ MIN,L,24.21667,7,4,17.2,16.86667,Away,MIN,94.8,13.0
2024,100940,Diana Taurasi,PHO,2024-06-28,PHO vs. LAS,W,29.88333,20,6,16.2,15.8,Home,LAS,107.5,31.0
2024,100940,Diana Taurasi,PHO,2024-06-30,PHO vs. IND,L,32.135,19,2,16.2,16.13333,Home,IND,100.6,
2024,100940,Diana Taurasi,PHO,2024-07-03,PHO @ DAL,W,30.49833,16,3,15.6,16.8,Away,DAL,107.7,24.0
2024,100940,Diana Taurasi,PHO,2024-07-14,PHO @ CON,L,25.4,6,11,16.2,16.53333,Away,CON,112.2,6.0
2024,100940,Diana Taurasi,PHO,2024-07-16,PHO @ WAS,W,28.4,18,2,13.6,15.06667,Away,WAS,,20.0
2024,100940,Diana Taurasi,PHO,2024-08-15,PHO @ CHI,W,30.53167,11,30,15.8,15.86667,Away,CHI,108.3,
2024,100940,Diana Taurasi,PHO,2024-08-16,PHO @ IND,L,32.98333,16,1,14.0,15.66667,Away,IND,100.6,19.0
2024,100940,Diana Taurasi,PHO,2024-08-18,PHO vs. CHI,W,30.43333,23,2,13.4,15.8,Home,CHI,108.3,11.0
2024,100940,Diana Taurasi,PHO,2024-08-21,PHO @ ATL,L,30.4,3,3,14.8,15.26667,Away,ATL,99.4,15.0
2024,100940,Diana Taurasi,PHO,2024-08-23,PHO @ ATL,W,31.845,18,2,14.2,15.0,Away,ATL,99.4,9.0
2024,100940,Diana Taurasi,PHO,2024-08-26,PHO vs. NYL,L,34.43333,10,3,14.2,15.4,Home,NYL,97.7,16.5
2024,100940,Diana Taurasi,PHO,2024-08-28,PHO vs. MIN,L,31.46667,16,2,14.0,14.73333,Home,MIN,94.8,11.0
2024,100940,Diana Taurasi,PHO,2024-09-01,PHO vs. LVA,L,26.04167,9,4,14.0,14.33333,Home,LVA,102.8,18.0
2024,100940,Diana Taurasi,PHO,2024-09-03,PHO vs. ATL,W,31.325,13,2,11.2,14.06667,Home,ATL,99.4,12.0
2024,100940,Diana Taurasi,PHO,2024-09-05,PHO vs. WAS,L,25.2,8,2,13.2,13.66667,Home,WAS,,19.0
2024,100940,Diana Taurasi,PHO,2024-09-07,PHO @ SEA,L,25.45,18,2,11.2,13.73333,Away,SEA,98.9,10.0
2024,100940,Diana Taurasi,PHO,2024-09-13,PHO vs. CON,L,25.65,7,6,12.8,13.6,Home,CON,112.2,6.0
2024,100940,Diana Taurasi,PHO,2024-09-15,PHO @ CHI,W,28.63333,25,2,11.0,12.8,Away,CHI,108.3,17.0
2024,100940,Diana Taurasi,PHO,2024-09-17,PHO @ LAS,W,21.93667,13,2,14.2,13.4,Away,LAS,107.5,25.5
2024,100940,Diana Taurasi,PHO,2024-09-19,PHO vs. SEA,L,18.01667,9,2,14.2,13.86667,Home,SEA,98.9,12.66667
2024,201886,DeWanna Bonner,CON,2024-05-14,CON vs. IND,W,28.65167,20,5,,,Home,IND,100.6,
2024,201886,DeWanna Bonner,CON,2024-05-17,CON vs. WAS,W,34.83333,22,3,20.0,20.0,Home,WAS,,
2024,201886,DeWanna Bonner,CON,2024-05-20,CON @ IND,W,34.95833,22,3,21.0,21.0,Away,IND,100.6,20.0
2024,201886,DeWanna Bonner,CON,2024-05-23,CON vs. MIN,W,36.41667,20,3,21.33333,21.33333,Home,MIN,94.8,
2024,201886,DeWanna Bonner,CON,2024-05-25,CON @ CHI,W,34.63333,19,2,21.0,21.0,Away,CHI,108.3,
2024,201886,DeWanna Bonner,CON,2024-05-28,CON vs. PHO,W,29.2,19,3,20.6,20.6,Home,PHO,98.5,
2024,201886,DeWanna Bonner,CON,2024-05-31,CON vs. DAL,W,34.5,12,3,20.4,20.33333,Home,DAL,107.7,
2024,201886,DeWanna Bonner,CON,2024-06-02,CON @ ATL,W,30.44167,18,2,18.4,19.14286,Away,ATL,99.4,
2024,201886,DeWanna Bonner,CON,2024-06-04,CON vs. WAS,W,33.9,20,2,17.6,19.0,Home,WAS,,22.0
2024,201886,DeWanna Bonner,CON,2024-06-08,CON vs. NYL,L,34.23333,16,4,17.6,19.11111,Home,NYL,97.7,
2024,201886,DeWanna Bonner,CON,2024-06-10,CON vs. IND,W,22.13333,17,2,17.0,18.8,Home,IND,100.6,21.0
2024,201886,DeWanna Bonner,CON,2024-06-12,CON @ CHI,W,33.76667,16,2,16.6,18.63636,Away,CHI,108.3,19.0
2024,201886,DeWanna Bonner,CON,2024-06-15,CON @ DAL,W,29.05,8,3,17.4,18.41667,Away,DAL,107.7,12.0
2024,201886,DeWanna Bonner,CON,2024-06-18,CON vs. LAS,W,30.57667,16,3,15.4,17.61538,Home,LAS,107.5,
2024,201886,DeWanna Bonner,CON,2024-06-21,CON @ LVA,L,31.33333,6,3,14.6,17.5,Away,LVA,102.8,
2024,201886,DeWanna Bonner,CON,2024-06-23,CON @ SEA,L,33.55,9,2,12.6,16.73333,Away,SEA,98.9,
2024,201886,DeWanna Bonner,CON,2024-06-27,CON @ WAS,W,43.85,24,4,11.0,16.0,Away,WAS,,21.0
2024,201886,DeWanna Bonner,CON,2024-06-28,CON vs. ATL,L,31.91833,16,1,12.6,16.13333,Home,ATL,99.4,18.0
2024,201886,DeWanna Bonner,CON,2024-07-01,CON @ PHO,W,32.88333,7,3,14.2,15.73333,Away,PHO,98.5,19.0
2024,201886,DeWanna Bonner,CON,2024-07-04,CON @ MIN,W,35.67167,24,3,12.4,14.86667,Away,MIN,94.8,20.0
2024,201886,DeWanna Bonner,CON,2024-07-07,CON vs. ATL,W,31.15,23,3,16.0,15.2,Home,ATL,99.4,17.0
2024,201886,DeWanna Bonner,CON,2024-07-10,CON vs. NYL,L,40.0,22,3,18.8,15.46667,Home,NYL,97.7,16.0
2024,201886,DeWanna Bonner,CON,2024-07-14,CON vs. PHO,W,26.96667,17,4,18.4,16.13333,Home,PHO,98.5,13.0
2024,201886,DeWanna Bonner,CON,2024-07-16,CON @ NYL,L,35.13333,8,2,18.6,16.06667,Away,NYL,97.7,19.0
2024,201886,DeWanna Bonner,CON,2024-08-16,CON @ DAL,W,32.76667,29,31,18.8,15.26667,Away,DAL,107.7,10.0
2024,201886,DeWanna Bonner,CON,2024-08-18,CON @ ATL,L,25.88333,9,2,19.8,16.13333,Away,ATL,99.4,19.0
2024,201886,DeWanna Bonner,CON,2024-08-20,CON vs. LAS,W,25.55,7,2,17.0,15.6,Home,LAS,107.5,16.0
2024,201886,DeWanna Bonner,CON,2024-08-23,CON vs. CHI,W,34.00833,15,3,14.0,15.0,Home,CHI,108.3,17.5
2024,201886,DeWanna Bonner,CON,2024-08-24,CON @ NYL,W,35.15,10,1,13.6,15.46667,Away,NYL,97.7,15.33333
2024,201886,DeWanna Bonner,CON,2024-08-28,CON @ IND,L,25.64,13,4,14.0,15.06667,Away,IND,100.6,19.66667
2024,201886,DeWanna Bonner,CON,2024-08-31,CON @ WAS,W,29.31667,16,3,10.8,15.53333,Away,WAS,,22.0
2024,201886,DeWanna Bonner,CON,2024-09-01,CON vs. SEA,W,25.365,4,1,12.2,16.0,Home,SEA,98.9,9.0
2024,201886,DeWanna Bonner,CON,2024-09-03,CON vs. SEA,L,33.41667,26,2,11.6,14.66667,Home,SEA,98.9,6.5
2024,201886,DeWanna Bonner,CON,2024-09-06,CON vs. LVA,L,35.23333,11,3,13.8,15.33333,Home,LVA,102.8,6.0
2024,201886,DeWanna Bonner,CON,2024-09-08,CON @ LAS,W,36.44833,14,2,14.0,15.6,Away,LAS,107.5,11.5
2024,201886,DeWanna Bonner,CON,2024-09-10,CON @ LAS,W,23.45,6,2,14.2,14.93333,Away,LAS,107.5,12.33333
2024,201886,DeWanna Bonner,CON,2024-09-13,CON @ PHO,W,27.45,14,3,12.2,13.8,Away,PHO,98.5,14.33333
2024,201886,DeWanna Bonner,CON,2024-09-15,CON @ LVA,L,36.08333,6,2,14.2,13.26667,Away,LVA,102.8,8.5
2024,201886,DeWanna Bonner,CON,2024-09-17,CON vs. MIN,L,31.87167,9,2,10.2,12.53333,Home,MIN,94.8,22.0
2024,201886,DeWanna Bonner,CON,2024-09-19,CON vs. CHI,W,24.135,11,2,9.8,12.6,Home,CHI,108.3,16.66667
2025,201886,DeWanna Bonner,IND,2025-05-17,IND vs. CHI,W,26.5,7,240,9.2,11.4,Home,CHI,108.3,14.0
2025,201886,DeWanna Bonner,IND,2025-05-20,IND vs. ATL,L,16.08333,0,3,9.4,11.26667,Home,ATL,99.4,16.0
2025,201886,DeWanna Bonner,IND,2025-05-22,IND @ ATL,W,19.15,1,2,6.6,10.8,Away,ATL,99.4,10.66667
2025,201886,DeWanna Bonner,IND,2025-05-24,IND vs. NYL,L,23.05,2,2,5.6,9.86667,Home,NYL,97.7,13.33333
2025,201886,DeWanna Bonner,IND,2025-05-28,IND @ WAS,L,25.35,21,4,4.2,9.33333,Away,WAS,,20.0
2025,201886,DeWanna Bonner,IND,2025-05-30,IND vs. CON,L,22.48333,13,2,6.2,9.86667,Home,CON,112.2,
2025,201886,DeWanna Bonner,IND,2025-06-03,IND vs. WAS,W,20.96667,9,4,7.4,9.66667,Home,WAS,,20.33333
2025,201886,DeWanna Bonner,IND,2025-06-07,IND @ CHI,W,19.03333,6,4,9.2,10.0,Away,CHI,108.3,11.0
2025,201886,DeWanna Bonner,IND,2025-06-10,IND @ ATL,L,19.70333,5,3,10.2,8.66667,Away,ATL,99.4,3.33333
2025,201886,DeWanna Bonner,PHX,2025-07-09,PHX vs. MIN,W,26.28333,7,29,10.8,8.26667,Home,MIN,94.8,17.66667
2025,201886,DeWanna Bonner,PHX,2025-07-14,PHX @ GSV,W,28.59167,22,5,8.0,7.8,Away,GSV,98.8,
2025,201886,DeWanna Bonner,PHX,2025-07-16,PHX @ MIN,L,25.6,11,2,9.8,8.86667,Away,MIN,94.8,13.33333
2024,202250,Tina Charles,ATL,2024-05-15,ATL @ LAS,W,32.35333,21,5,,,Away,LAS,107.5,
2024,202250,Tina Charles,ATL,2024-05-18,ATL @ PHO,L,26.91667,6,3,21.0,21.0,Away,PHO,98.5,
2024,202250,Tina Charles,ATL,2024-05-21,ATL vs. DAL,W,31.5,12,3,13.5,13.5,Home,DAL,107.7,
2024,202250,Tina Charles,ATL,2024-05-26,ATL vs. MIN,L,28.61667,14,5,13.0,13.0,Home,MIN,94.8,
2024,202250,Tina Charles,ATL,2024-05-29,ATL @ WAS,W,34.96833,17,3,13.25,13.25,Away,WAS,,
2024,202250,Tina Charles,ATL,2024-05-31,ATL vs. LVA,W,29.52167,7,2,14.0,14.0,Home,LVA,102.8,
2024,202250,Tina Charles,ATL,2024-06-02,ATL vs. CON,L,30.96667,12,2,11.2,12.83333,Home,CON,112.2,
2024,202250,Tina Charles,ATL,2024-06-06,ATL vs. NYL,L,19.2,5,4,12.4,12.71429,Home,NYL,97.7,
2024,202250,Tina Charles,ATL,2024-06-08,ATL @ CHI,W,31.81667,22,2,11.0,11.75,Away,CHI,108.3,
2024,202250,Tina Charles,ATL,2024-06-11,ATL vs. WAS,L,27.01667,12,3,12.6,12.88889,Home,WAS,,17.0
2024,202250,Tina Charles,ATL,2024-06-13,ATL @ IND,L,15.85,2,2,11.6,12.8,Away,IND,100.6,
2024,202250,Tina Charles,ATL,2024-06-16,ATL vs. LAS,W,28.37167,20,3,10.6,11.81818,Home,LAS,107.5,21.0
2024,202250,Tina Charles,ATL,2024-06-19,ATL @ MIN,L,32.35,14,3,12.2,12.5,Away,MIN,94.8,14.0
2024,202250,Tina Charles,ATL,2024-06-21,ATL vs. IND,L,32.44667,24,2,14.0,12.61538,Home,IND,100.6,2.0
2024,202250,Tina Charles,ATL,2024-06-23,ATL vs. NYL,L,21.95,19,2,14.4,13.42857,Home,NYL,97.7,5.0
2024,202250,Tina Charles,ATL,2024-06-28,ATL @ CON,W,29.03333,14,5,15.8,13.8,Away,CON,112.2,12.0
2024,202250,Tina Charles,ATL,2024-06-30,ATL @ NYL,L,32.11667,16,2,18.2,13.33333,Away,NYL,97.7,12.0
2024,202250,Tina Charles,ATL,2024-07-02,ATL vs. CHI,L,33.58333,19,2,17.4,14.0,Home,CHI,108.3,22.0
2024,202250,Tina Charles,ATL,2024-07-05,ATL @ DAL,L,30.78333,12,3,18.4,14.46667,Away,DAL,107.7,12.0
2024,202250,Tina Charles,ATL,2024-07-07,ATL @ CON,L,23.06667,13,2,16.0,14.33333,Away,CON,112.2,13.0
2024,202250,Tina Charles,ATL,2024-07-10,ATL @ CHI,L,24.8,9,3,14.8,14.06667,Away,CHI,108.3,20.5
2024,202250,Tina Charles,ATL,2024-07-12,ATL vs. LVA,L,25.76667,12,2,13.8,14.2,Home,LVA,102.8,7.0
2024,202250,Tina Charles,ATL,2024-07-14,ATL @ SEA,L,18.76667,12,2,13.0,14.2,Away,SEA,98.9,
2024,202250,Tina Charles,ATL,2024-07-17,ATL @ MIN,L,20.48333,12,3,11.6,14.66667,Away,MIN,94.8,14.0
2024,202250,Tina Charles,ATL,2024-08-16,ATL vs. SEA,W,29.01667,16,30,11.6,14.0,Home,SEA,98.9,12.0
2024,202250,Tina Charles,ATL,2024-08-18,ATL vs. CON,W,36.10333,22,2,12.2,14.26667,Home,CON,112.2,13.0
2024,202250,Tina Charles,ATL,2024-08-21,ATL vs. PHO,W,33.12333,12,3,14.8,15.6,Home,PHO,98.5,6.0
2024,202250,Tina Charles,ATL,2024-08-23,ATL vs. PHO,L,34.08333,14,2,14.8,15.06667,Home,PHO,98.5,9.0
2024,202250,Tina Charles,ATL,2024-08-26,ATL vs. IND,L,34.25833,28,3,15.2,15.06667,Home,IND,100.6,13.0
2024,202250,Tina Charles,ATL,2024-08-28,ATL @ SEA,L,37.01167,19,2,18.4,15.33333,Away,SEA,98.9,14.0
2024,202250,Tina Charles,ATL,2024-09-01,ATL @ LAS,W,25.58333,23,4,19.0,15.33333,Away,LAS,107.5,20.5
2024,202250,Tina Charles,ATL,2024-09-03,ATL @ PHO,L,38.38333,12,2,19.2,15.93333,Away,PHO,98.5,10.66667
2024,202250,Tina Charles,ATL,2024-09-06,ATL vs. DAL,W,39.6,20,3,19.2,15.66667,Home,DAL,107.7,12.0
2024,202250,Tina Charles,ATL,2024-09-08,ATL @ IND,L,31.27333,17,2,20.4,15.73333,Away,IND,100.6,18.0
2024,202250,Tina Charles,ATL,2024-09-10,ATL vs. MIN,L,32.53333,13,2,18.2,16.06667,Home,MIN,94.8,13.33333
2024,202250,Tina Charles,ATL,2024-09-13,ATL vs. WAS,L,31.21333,13,3,17.0,16.06667,Home,WAS,,14.5
2024,202250,Tina Charles,ATL,2024-09-15,ATL @ WAS,W,40.975,20,2,15.0,16.33333,Away,WAS,,14.0
2024,202250,Tina Charles,ATL,2024-09-17,ATL vs. CHI,W,32.46667,16,2,16.6,16.86667,Home,CHI,108.3,16.66667
2024,202250,Tina Charles,ATL,2024-09-19,ATL @ NYL,W,22.31333,10,2,15.8,17.13333,Away,NYL,97.7,13.33333
2025,202250,Tina Charles,CON,2025-05-18,CON vs. WAS,L,31.65333,23,241,14.4,17.0,Home,WAS,,15.0
2025,202250,Tina Charles,CON,2025-05-20,CON vs. LVA,L,25.58333,20,2,16.4,17.46667,Home,LVA,102.8,9.5
2025,202250,Tina Charles,CON,2025-05-23,CON @ MIN,L,30.0,4,3,17.8,17.33333,Away,MIN,94.8,13.0
2025,202250,Tina Charles,CON,2025-05-25,CON @ ATL,L,29.57167,11,2,14.6,16.8,Away,ATL,99.4,
2025,202250,Tina Charles,CON,2025-05-27,CON vs. DAL,L,28.86667,27,2,13.6,16.6,Home,DAL,107.7,14.66667
2025,202250,Tina Charles,CON,2025-05-30,CON @ IND,W,34.03333,18,3,17.0,16.53333,Away,IND,100.6,23.0
2025,202250,Tina Charles,CON,2025-06-01,CON @ NYL,L,24.65,10,2,16.0,16.46667,Away,NYL,97.7,15.0
2025,202250,Tina Charles,CON,2025-06-06,CON vs. ATL,W,32.51833,19,5,14.0,15.6,Home,ATL,99.4,11.0
2025,202250,Tina Charles,CON,2025-06-08,CON @ WAS,L,33.81333,17,2,17.0,16.06667,Away,WAS,,18.66667
2025,202250,Tina Charles,CON,2025-06-15,CON vs. CHI,L,36.35,19,7,18.2,15.86667,Home,CHI,108.3,14.66667
2025,202250,Tina Charles,CON,2025-06-17,CON @ IND,L,29.51667,20,2,16.6,16.0,Away,IND,100.6,21.0
2025,202250,Tina Charles,CON,2025-06-18,CON vs. PHX,L,14.85,2,1,17.0,16.46667,Home,PHX,,
2025,202250,Tina Charles,CON,2025-06-20,CON vs. DAL,L,28.91667,26,2,15.4,15.73333,Home,DAL,107.7,19.66667
2025,202250,Tina Charles,CON,2025-06-22,CON @ GSV,L,19.98333,9,2,16.8,16.13333,Away,GSV,98.8,
2025,202250,Tina Charles,CON,2025-06-25,CON @ LVA,L,28.2,18,3,15.2,15.66667,Away,LVA,102.8,13.0
2025,202250,Tina Charles,CON,2025-06-27,CON @ SEA,L,20.38333,7,2,15.0,16.2,Away,SEA,98.9,15.66667
2025,202250,Tina Charles,CON,2025-06-29,CON @ MIN,L,21.18333,4,2,12.4,15.13333,Away,MIN,94.8,9.66667
2025,202250,Tina Charles,CON,2025-07-06,CON vs. LVA,L,23.61667,11,7,12.8,14.06667,Home,LVA,102.8,16.66667
2025,202250,Tina Charles,CON,2025-07-09,CON vs. SEA,W,34.9,29,3,9.8,14.53333,Home,SEA,98.9,14.0
2025,202250,Tina Charles,CON,2025-07-11,CON @ SEA,L,35.35,20,2,13.8,15.73333,Away,SEA,98.9,18.33333
2025,202250,Tina Charles,CON,2025-07-13,CON @ LAS,L,34.25333,9,2,14.2,15.26667,Away,LAS,107.5,21.33333
2025,202250,Tina Charles,CON,2025-07-15,CON vs. IND,L,34.3,21,2,14.6,14.66667,Home,IND,100.6,18.33333
2024,202252,Alysha Clark,LVA,2024-05-14,LVA vs. PHO,W,34.25,8,5,,,Home,PHO,98.5,
2024,202252,Alysha Clark,LVA,2024-05-18,LVA vs. LAS,W,28.42167,13,4,8.0,8.0,Home,LAS,107.5,
2024,202252,Alysha Clark,LVA,2024-05-21,LVA vs. PHO,L,33.97167,4,3,10.5,10.5,Home,PHO,98.5,8.0
2024,202252,Alysha Clark,LVA,2024-05-25,LVA vs. IND,W,30.63333,8,4,8.33333,8.33333,Home,IND,100.6,
2024,202252,Alysha Clark,LVA,2024-05-29,LVA @ MIN,W,32.17833,9,4,8.25,8.25,Away,MIN,94.8,
2024,202252,Alysha Clark,LVA,2024-05-31,LVA @ ATL,L,35.43333,7,2,8.4,8.4,Away,ATL,99.4,
2024,202252,Alysha Clark,LVA,2024-06-05,LVA @ DAL,W,29.545,9,5,8.2,8.16667,Away,DAL,107.7,
2024,202252,Alysha Clark,LVA,2024-06-07,LVA vs. SEA,L,24.35,5,2,7.4,8.28571,Home,SEA,98.9,
2024,202252,Alysha Clark,LVA,2024-06-09,LVA @ LAS,L,31.33333,5,2,7.6,7.875,Away,LAS,107.5,13.0
2024,202252,Alysha Clark,LVA,2024-06-11,LVA vs. MIN,L,26.76667,6,2,7.0,7.55556,Home,MIN,94.8,9.0
2024,202252,Alysha Clark,LVA,2024-06-13,LVA @ PHO,W,34.65,7,2,6.4,7.4,Away,PHO,98.5,6.0
2024,202252,Alysha Clark,LVA,2024-06-15,LVA vs. NYL,L,31.2,13,2,6.4,7.36364,Home,NYL,97.7,
2024,202252,Alysha Clark,LVA,2024-06-19,LVA vs. SEA,W,21.79667,10,4,7.2,7.83333,Home,SEA,98.9,5.0
2024,202252,Alysha Clark,LVA,2024-06-21,LVA vs. CON,W,15.48333,11,2,8.2,8.0,Home,CON,112.2,
2024,202252,Alysha Clark,LVA,2024-06-27,LVA @ CHI,W,15.56667,0,6,9.4,8.21429,Away,CHI,108.3,
2024,202252,Alysha Clark,LVA,2024-06-29,LVA @ WAS,W,14.98333,3,2,8.2,7.66667,Away,WAS,,
2024,202252,Alysha Clark,LVA,2024-07-02,LVA vs. IND,W,23.9,2,3,7.4,7.33333,Home,IND,100.6,8.0
2024,202252,Alysha Clark,LVA,2024-07-04,LVA vs. WAS,W,14.43333,4,2,5.2,6.6,Home,WAS,,3.0
2024,202252,Alysha Clark,LVA,2024-07-05,LVA @ LAS,L,22.28333,4,1,4.0,6.6,Away,LAS,107.5,9.0
2024,202252,Alysha Clark,LVA,2024-07-07,LVA vs. DAL,W,28.99167,6,2,2.6,6.33333,Home,DAL,107.7,9.0
2024,202252,Alysha Clark,LVA,2024-07-10,LVA @ SEA,W,28.06667,5,3,3.8,6.13333,Away,SEA,98.9,7.5
2024,202252,Alysha Clark,LVA,2024-07-12,LVA @ ATL,W,20.55,3,2,4.2,6.0,Away,ATL,99.4,7.0
2024,202252,Alysha Clark,LVA,2024-07-14,LVA @ WAS,W,18.81667,8,2,4.4,5.6,Away,WAS,,3.5
2024,202252,Alysha Clark,LVA,2024-07-16,LVA vs. CHI,L,16.07333,0,2,5.2,5.8,Home,CHI,108.3,0.0
2024,202252,Alysha Clark,LVA,2024-08-17,LVA vs. NYL,L,20.06667,5,32,4.4,5.46667,Home,NYL,97.7,13.0
2024,202252,Alysha Clark,LVA,2024-08-18,LVA vs. LAS,W,17.61667,0,1,4.2,5.4,Home,LAS,107.5,7.33333
2024,202252,Alysha Clark,LVA,2024-08-21,LVA vs. MIN,L,20.83333,8,3,3.2,4.93333,Home,MIN,94.8,7.5
2024,202252,Alysha Clark,LVA,2024-08-23,LVA @ MIN,L,25.69,3,2,4.2,4.6,Away,MIN,94.8,7.66667
2024,202252,Alysha Clark,LVA,2024-08-25,LVA @ CHI,W,22.70167,7,2,3.2,4.13333,Away,CHI,108.3,0.0
2024,202252,Alysha Clark,LVA,2024-08-27,LVA @ DAL,L,22.03667,5,2,4.6,3.86667,Away,DAL,107.7,7.5
2024,202252,Alysha Clark,LVA,2024-08-30,LVA vs. ATL,W,30.63333,7,3,4.6,4.2,Home,ATL,99.4,5.0
2024,202252,Alysha Clark,LVA,2024-09-01,LVA @ PHO,W,29.75,6,2,6.0,4.46667,Away,PHO,98.5,6.33333
2024,202252,Alysha Clark,LVA,2024-09-03,LVA vs. CHI,W,14.36667,4,2,5.6,4.73333,Home,CHI,108.3,2.33333
2024,202252,Alysha Clark,LVA,2024-09-06,LVA @ CON,W,18.96667,3,3,5.8,4.73333,Away,CON,112.2,11.0
2024,202252,Alysha Clark,LVA,2024-09-08,LVA @ NYL,L,29.545,11,2,5.0,4.66667,Away,NYL,97.7,9.0
2024,202252,Alysha Clark,LVA,2024-09-11,LVA @ IND,W,25.83333,14,3,6.2,5.0,Away,IND,100.6,5.0
2024,202252,Alysha Clark,LVA,2024-09-13,LVA @ IND,W,17.0,3,2,7.6,5.6,Away,IND,100.6,8.0
2024,202252,Alysha Clark,LVA,2024-09-15,LVA vs. CON,W,15.7,2,2,7.0,5.6,Home,CON,112.2,7.0
2024,202252,Alysha Clark,LVA,2024-09-17,LVA @ SEA,W,22.31667,2,2,6.6,5.2,Away,SEA,98.9,6.66667
2024,202252,Alysha Clark,LVA,2024-09-19,LVA vs. DAL,W,24.98333,10,2,6.4,5.33333,Home,DAL,107.7,6.66667
2025,202252,Alysha Clark,SEA,2025-05-17,SEA @ PHX,L,20.39667,0,240,6.2,5.66667,Away,PHX,,
2025,202252,Alysha Clark,SEA,2025-05-19,SEA @ DAL,W,35.86667,6,2,3.4,5.66667,Away,DAL,107.7,7.0
2025,202252,Alysha Clark,SEA,2025-05-23,SEA vs. PHX,W,12.95,2,4,4.0,5.53333,Home,PHX,,0.0
2025,202252,Alysha Clark,SEA,2025-05-25,SEA vs. LVA,W,25.21667,9,2,4.0,5.46667,Home,LVA,102.8,
2025,202252,Alysha Clark,SEA,2025-05-27,SEA @ MIN,L,27.26333,6,2,5.4,5.6,Away,MIN,94.8,5.66667
2025,202252,Alysha Clark,SEA,2025-06-01,SEA vs. LVA,L,27.26667,5,5,4.6,5.66667,Home,LVA,102.8,9.0
2025,202252,Alysha Clark,SEA,2025-06-03,SEA vs. DAL,W,18.98333,3,2,5.6,5.53333,Home,DAL,107.7,7.0
2025,202252,Alysha Clark,SEA,2025-06-07,SEA @ PHX,W,16.31667,3,4,5.0,5.33333,Away,PHX,,1.0
2025,202252,Alysha Clark,SEA,2025-06-11,SEA vs. MIN,W,14.65,2,4,5.2,5.26667,Home,MIN,94.8,5.66667
2025,202252,Alysha Clark,SEA,2025-06-14,SEA @ GSV,L,24.19167,11,3,3.8,5.2,Away,GSV,98.8,
2025,202252,Alysha Clark,SEA,2025-06-17,SEA @ LAS,W,19.28333,14,3,4.8,5.2,Away,LAS,107.5,3.0
2025,202252,Alysha Clark,SEA,2025-06-20,SEA @ LVA,W,27.51667,2,3,6.6,5.2,Away,LVA,102.8,7.0
2025,202252,Alysha Clark,SEA,2025-06-22,SEA vs. NYL,W,13.48333,4,2,6.4,5.13333,Home,NYL,97.7,9.66667
2025,202252,Alysha Clark,SEA,2025-06-24,SEA vs. IND,L,18.16667,2,2,6.6,5.26667,Home,IND,100.6,6.33333
2025,202252,Alysha Clark,SEA,2025-06-27,SEA vs. CON,W,16.76667,1,3,6.6,5.26667,Home,CON,112.2,5.33333
2025,202252,Alysha Clark,SEA,2025-06-29,SEA @ GSV,L,18.28333,0,2,4.6,4.66667,Away,GSV,98.8,11.0
2025,202252,Alysha Clark,SEA,2025-07-03,SEA @ ATL,W,17.5,8,4,1.8,4.66667,Away,ATL,99.4,5.66667
